,AUC_Mean,AUC_Std,MSE_Mean,MSE_Std,Time_Mean,Time_Std
TabPFN,0.77780294,0.016119621457230313,0.281028,0.014564862374907624,2.967369697248796,0.7263807638585598
CatBoost,0.7622464720000001,0.017140012255807052,0.296876,0.01766059523345688,1.0260005506619345,0.22548739908416113
RandomForest,0.755822064,0.0181614230749659,0.305208,0.017528055682248394,1.5648894742073025,0.33435113809671785
XGBoost,0.7553593399999999,0.018981302111404266,0.30357,0.01969205677424276,0.38293354348256253,0.16095856419865506
SLR,0.6393032319999999,0.0313073628053558,0.384876,0.026227402158810927,851.5108141479981,162.5221362257381
L-SLR,0.6057567399999999,0.04242494602853844,0.421128,0.03848807108702643,0.20629047881811857,0.16471470977734043
